date,spx_best_pe_ratio,vclt_yas_bond_yield_pct,spx_forward_earnings_yield_pct,spx_earnings_yield_minus_vclt_pct_points
2025-06-05,22.4865,5.8994,4.447112712071688,-1.4522872879283124
2025-07-05,23.5192,5.7424,4.251845300860573,-1.4905546991394267
2025-08-05,23.9029,5.6858,4.183592785812601,-1.5022072141873997
2025-09-05,24.2414,5.5886,4.125174288613694,-1.4634257113863054
2025-10-05,25.1464,5.5092,3.976712372347533,-1.532487627652467
2025-11-05,25.7244,5.6379,3.887359860677023,-1.7505401393229776
2025-12-05,25.6515,5.627,3.898407500536031,-1.7285924994639688
2026-01-05,25.6104,5.6899,3.9046637303595415,-1.7852362696404582
2026-02-05,26.2738,5.6907,3.806072970030981,-1.8846270299690184
2026-03-05,21.8486,5.6781,4.57695229900314,-1.1011477009968598
2026-04-05,20.1697,5.8426,4.95793194742609,-0.8846680525739101
2026-05-05,21.6755,5.865,4.613503725404258,-1.251496274595742
2026-06-05,22.4028,5.8838,4.463727748317175,-1.420072251682825
2026-07-05,21.9387,5.8267,4.5581552234179785,-1.2685447765820212
2026-08-05,21.7682,6.0958,4.593857094293511,-1.501942905706489
